Measure,Pre-2009,2009-2013,2014-2016,Post-2016,Measure2,Agency,MortgageType,Date
AVERAGE PRICE,0,8.6,26,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/03/2019
WEIGHTED AVG. PRICE,0,8.7,10.3,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/03/2019
AVG. PRICE BOTTOM 5 TRADES,0,8.6,26,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/03/2019
2ND QUARTILE PRICE,0,*,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/03/2019
3RD QUARTILE PRICE,0,*,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/03/2019
4TH QUARTILE PRICE,0,*,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/03/2019
AVG. PRICE TOP 5 TRADES,0,8.6,26,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/03/2019
STANDARD DEVIATION,0,0.2,27,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,1606.7,6414.3,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,*,*,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,*,*,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,*,*,*,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,1606.7,*,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,0,*,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,6,6,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,*,*,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,*,*,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,*,*,*,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,6,*,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,0,*,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,0,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,01/03/2019
AVERAGE PRICE,0,12.7,*,0,TOTAL,GNMA,AGENCY CMO IO/PO,01/03/2019
WEIGHTED AVG. PRICE,0,17.8,*,0,TOTAL,GNMA,AGENCY CMO IO/PO,01/03/2019
AVG. PRICE BOTTOM 5 TRADES,0,12.7,*,0,TOTAL,GNMA,AGENCY CMO IO/PO,01/03/2019
2ND QUARTILE PRICE,0,*,*,0,TOTAL,GNMA,AGENCY CMO IO/PO,01/03/2019
3RD QUARTILE PRICE,0,*,*,0,TOTAL,GNMA,AGENCY CMO IO/PO,01/03/2019
4TH QUARTILE PRICE,0,*,*,0,TOTAL,GNMA,AGENCY CMO IO/PO,01/03/2019
AVG. PRICE TOP 5 TRADES,0,12.7,*,0,TOTAL,GNMA,AGENCY CMO IO/PO,01/03/2019
STANDARD DEVIATION,0,7.3,*,0,TOTAL,GNMA,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,1128.2,*,0,TOTAL,GNMA,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,*,*,0,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,*,0,0,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,*,0,0,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,1128.2,0,0,<= $1MM,GNMA,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,0,0,0,<= $10MM,GNMA,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,0,*,0,<= $100MM,GNMA,AGENCY CMO IO/PO,01/03/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,7,*,0,TOTAL,GNMA,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,*,*,0,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,*,0,0,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,*,0,0,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,7,0,0,<= $1MM,GNMA,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,0,0,0,<= $10MM,GNMA,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,0,*,0,<= $100MM,GNMA,AGENCY CMO IO/PO,01/03/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,01/03/2019
AVERAGE PRICE,101,95,91.4,97.7,TOTAL,FNMA,AGENCY CMO P&I,01/04/2019
WEIGHTED AVG. PRICE,106.4,100.6,97.6,99.6,TOTAL,FNMA,AGENCY CMO P&I,01/04/2019
AVG. PRICE BOTTOM 5 TRADES,90.6,79.3,82.3,91.1,TOTAL,FNMA,AGENCY CMO P&I,01/04/2019
2ND QUARTILE PRICE,99.5,91.5,85.5,96.8,TOTAL,FNMA,AGENCY CMO P&I,01/04/2019
3RD QUARTILE PRICE,101.5,96.3,95.3,99.6,TOTAL,FNMA,AGENCY CMO P&I,01/04/2019
4TH QUARTILE PRICE,106.1,100.6,98.6,100.2,TOTAL,FNMA,AGENCY CMO P&I,01/04/2019
AVG. PRICE TOP 5 TRADES,110.6,107.1,99.4,100.5,TOTAL,FNMA,AGENCY CMO P&I,01/04/2019
STANDARD DEVIATION,6.2,8,7,4,TOTAL,FNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),27493.4,29019.2,21298.8,178495.3,TOTAL,FNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),16238,19789.7,15797.4,134980.1,CUSTOMER BUY,FNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),9300.5,1035.2,*,38294.4,CUSTOMER SELL,FNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),1954.9,8194.3,5325.6,*,DEALER TO DEALER,FNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),2757.2,4510.4,1636.3,2219.8,<= $1MM,FNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),24736.2,24508.8,19662.5,27006,<= $10MM,FNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),0,0,0,149269.4,<= $100MM,FNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,81,88,26,35,TOTAL,FNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,20,36,13,24,CUSTOMER BUY,FNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,34,20,*,8,CUSTOMER SELL,FNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,27,32,10,*,DEALER TO DEALER,FNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,74,81,21,22,<= $1MM,FNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,7,7,5,7,<= $10MM,FNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,0,0,0,6,<= $100MM,FNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,01/04/2019
AVERAGE PRICE,101.5,95,93.4,100,TOTAL,FHLMC,AGENCY CMO P&I,01/04/2019
WEIGHTED AVG. PRICE,103.9,96.2,99.5,99.3,TOTAL,FHLMC,AGENCY CMO P&I,01/04/2019
AVG. PRICE BOTTOM 5 TRADES,89,81.6,85,95.6,TOTAL,FHLMC,AGENCY CMO P&I,01/04/2019
2ND QUARTILE PRICE,99.9,90.3,90,99.3,TOTAL,FHLMC,AGENCY CMO P&I,01/04/2019
3RD QUARTILE PRICE,102.2,97,93,100,TOTAL,FHLMC,AGENCY CMO P&I,01/04/2019
4TH QUARTILE PRICE,106.5,99.5,99.7,102.8,TOTAL,FHLMC,AGENCY CMO P&I,01/04/2019
AVG. PRICE TOP 5 TRADES,108.7,104.3,100.2,103.1,TOTAL,FHLMC,AGENCY CMO P&I,01/04/2019
STANDARD DEVIATION,7.4,6.7,6,3.4,TOTAL,FHLMC,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),10250,15462,57699.9,48075.7,TOTAL,FHLMC,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),7932.2,5626.6,57476,35544.4,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),2112,8133.7,*,*,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),205.8,1701.7,219.9,*,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),1208,6479.6,1540.9,3717.5,<= $1MM,FHLMC,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),*,*,*,*,<= $10MM,FHLMC,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),0,0,*,*,<= $100MM,FHLMC,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,54,64,23,28,TOTAL,FHLMC,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,18,24,15,23,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,26,19,*,*,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,10,21,7,*,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,51,62,19,22,<= $1MM,FHLMC,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,*,*,*,*,<= $10MM,FHLMC,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,0,0,*,*,<= $100MM,FHLMC,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,01/04/2019
AVERAGE PRICE,103,94.3,93.6,97.4,TOTAL,GNMA,AGENCY CMO P&I,01/04/2019
WEIGHTED AVG. PRICE,104.6,86.4,94,101.6,TOTAL,GNMA,AGENCY CMO P&I,01/04/2019
AVG. PRICE BOTTOM 5 TRADES,88.1,67.9,87.6,93.2,TOTAL,GNMA,AGENCY CMO P&I,01/04/2019
2ND QUARTILE PRICE,100,92,92.8,95.8,TOTAL,GNMA,AGENCY CMO P&I,01/04/2019
3RD QUARTILE PRICE,104.3,99.2,94.3,98,TOTAL,GNMA,AGENCY CMO P&I,01/04/2019
4TH QUARTILE PRICE,106.5,101.9,97,99.8,TOTAL,GNMA,AGENCY CMO P&I,01/04/2019
AVG. PRICE TOP 5 TRADES,112.6,107.3,98.5,101.2,TOTAL,GNMA,AGENCY CMO P&I,01/04/2019
STANDARD DEVIATION,5.7,12,4.3,2.9,TOTAL,GNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),1256.1,24332.1,7195.6,27924.5,TOTAL,GNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),315,11544.5,4777.4,25537.7,CUSTOMER BUY,GNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),436.6,11292.5,472.6,726.4,CUSTOMER SELL,GNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),504.5,1495.1,1945.5,1660.4,DEALER TO DEALER,GNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),1256.1,3513,2172.1,2995.7,<= $1MM,GNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),0,*,*,0,<= $10MM,GNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,GNMA,AGENCY CMO P&I,01/04/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,99,41,26,41,TOTAL,GNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,25,14,12,17,CUSTOMER BUY,GNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,37,12,5,10,CUSTOMER SELL,GNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,37,15,9,14,DEALER TO DEALER,GNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,99,38,23,40,<= $1MM,GNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,0,*,*,0,<= $10MM,GNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,0,0,0,*,<= $100MM,GNMA,AGENCY CMO P&I,01/04/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,01/04/2019
AVERAGE PRICE,*,0,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/04/2019
WEIGHTED AVG. PRICE,*,0,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/04/2019
AVG. PRICE BOTTOM 5 TRADES,*,0,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/04/2019
2ND QUARTILE PRICE,*,0,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/04/2019
3RD QUARTILE PRICE,*,0,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/04/2019
4TH QUARTILE PRICE,*,0,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/04/2019
AVG. PRICE TOP 5 TRADES,*,0,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/04/2019
STANDARD DEVIATION,*,0,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),*,0,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,*,0,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),*,0,0,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,0,*,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),*,0,0,0,<= $1MM,FNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,0,*,<= $10MM,FNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,*,0,<= $100MM,FNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,*,0,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,*,0,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,*,0,0,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,0,*,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,*,0,0,0,<= $1MM,FNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,0,*,<= $10MM,FNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,*,0,<= $100MM,FNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,01/04/2019
AVERAGE PRICE,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/04/2019
WEIGHTED AVG. PRICE,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/04/2019
AVG. PRICE BOTTOM 5 TRADES,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/04/2019
2ND QUARTILE PRICE,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/04/2019
3RD QUARTILE PRICE,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/04/2019
4TH QUARTILE PRICE,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/04/2019
AVG. PRICE TOP 5 TRADES,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/04/2019
STANDARD DEVIATION,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,*,0,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,0,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,0,*,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,0,*,<= $1MM,FHLMC,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,*,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,*,0,<= $100MM,FHLMC,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,*,0,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,0,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,0,*,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,0,*,<= $1MM,FHLMC,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,*,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,*,0,<= $100MM,FHLMC,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,01/04/2019
AVERAGE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,01/04/2019
WEIGHTED AVG. PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,01/04/2019
AVG. PRICE BOTTOM 5 TRADES,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,01/04/2019
2ND QUARTILE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,01/04/2019
3RD QUARTILE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,01/04/2019
4TH QUARTILE PRICE,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,01/04/2019
AVG. PRICE TOP 5 TRADES,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,01/04/2019
STANDARD DEVIATION,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,*,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,*,0,0,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,*,0,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,0,0,<= $1MM,GNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,*,*,0,<= $10MM,GNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,*,0,*,<= $100MM,GNMA,AGENCY CMO IO/PO,01/04/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,*,*,*,TOTAL,GNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,*,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,*,0,0,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,*,0,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,0,0,<= $1MM,GNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,*,*,0,<= $10MM,GNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,*,0,*,<= $100MM,GNMA,AGENCY CMO IO/PO,01/04/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,01/04/2019
AVERAGE PRICE,102.5,94.6,91.5,99,TOTAL,FNMA,AGENCY CMO P&I,01/07/2019
WEIGHTED AVG. PRICE,101.5,100.4,98.5,99.4,TOTAL,FNMA,AGENCY CMO P&I,01/07/2019
AVG. PRICE BOTTOM 5 TRADES,92.2,80.3,83.8,94,TOTAL,FNMA,AGENCY CMO P&I,01/07/2019
2ND QUARTILE PRICE,100,86.2,85.3,98.8,TOTAL,FNMA,AGENCY CMO P&I,01/07/2019
3RD QUARTILE PRICE,103.3,96.8,93.1,100,TOTAL,FNMA,AGENCY CMO P&I,01/07/2019
4TH QUARTILE PRICE,106.2,100.3,99.2,100,TOTAL,FNMA,AGENCY CMO P&I,01/07/2019
AVG. PRICE TOP 5 TRADES,107.8,109.9,99.4,100.9,TOTAL,FNMA,AGENCY CMO P&I,01/07/2019
STANDARD DEVIATION,4.2,8.1,7.7,2.3,TOTAL,FNMA,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),6053.4,90554.2,4495.4,144831.1,TOTAL,FNMA,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),5231.9,40642.4,*,48097.2,CUSTOMER BUY,FNMA,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),681.9,6073.3,2927.3,77820.4,CUSTOMER SELL,FNMA,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),139.6,43838.6,*,18913.5,DEALER TO DEALER,FNMA,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),1548.2,6410.7,901,3981.3,<= $1MM,FNMA,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),*,84143.5,*,54483,<= $10MM,FNMA,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),0,0,0,86366.8,<= $100MM,FNMA,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,81,99,16,69,TOTAL,FNMA,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,31,35,*,46,CUSTOMER BUY,FNMA,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,28,27,9,12,CUSTOMER SELL,FNMA,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,22,37,*,11,DEALER TO DEALER,FNMA,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,78,83,14,55,<= $1MM,FNMA,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,*,16,*,9,<= $10MM,FNMA,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,0,0,0,5,<= $100MM,FNMA,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,01/07/2019
AVERAGE PRICE,102.6,94.6,90.2,100.6,TOTAL,FHLMC,AGENCY CMO P&I,01/07/2019
WEIGHTED AVG. PRICE,109.7,101.4,100.5,105.1,TOTAL,FHLMC,AGENCY CMO P&I,01/07/2019
AVG. PRICE BOTTOM 5 TRADES,77.8,81.5,80.6,96.4,TOTAL,FHLMC,AGENCY CMO P&I,01/07/2019
2ND QUARTILE PRICE,100,89.5,82,98.7,TOTAL,FHLMC,AGENCY CMO P&I,01/07/2019
3RD QUARTILE PRICE,104.4,95.5,95,101.9,TOTAL,FHLMC,AGENCY CMO P&I,01/07/2019
4TH QUARTILE PRICE,107.3,100,99.2,102.7,TOTAL,FHLMC,AGENCY CMO P&I,01/07/2019
AVG. PRICE TOP 5 TRADES,112.7,108.7,101.5,103.9,TOTAL,FHLMC,AGENCY CMO P&I,01/07/2019
STANDARD DEVIATION,12.5,7.3,8.9,3.8,TOTAL,FHLMC,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),6936.2,34518.6,25146.6,161566.1,TOTAL,FHLMC,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),3545.9,13389.3,7551.7,57228.7,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),3192.9,16495,2536.3,73433.4,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),197.4,4634.3,15058.5,*,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),807.5,5779,617.5,3221.7,<= $1MM,FHLMC,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),*,28739.6,24529,*,<= $10MM,FHLMC,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),0,0,0,140922.4,<= $100MM,FHLMC,AGENCY CMO P&I,01/07/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,80,76,22,30,TOTAL,FHLMC,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,30,28,6,21,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,28,23,5,5,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,22,25,11,*,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,78,66,15,21,<= $1MM,FHLMC,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,*,10,7,*,<= $10MM,FHLMC,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,0,0,0,5,<= $100MM,FHLMC,AGENCY CMO P&I,01/07/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,01/07/2019
AVERAGE PRICE,105.3,95.6,92.6,96.9,TOTAL,GNMA,AGENCY CMO P&I,01/07/2019
