Measure,PRE-2009,2009-2013,2014-2016,POST-2016,Measure2,Agency,MortgageType,Date
VOLUME OF TRADES (000'S),*,*,*,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190304
VOLUME OF TRADES (000'S),0,0,0,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190304
VOLUME OF TRADES (000'S),0,0,*,0,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190304
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,*,*,*,0,TOTAL,FHLMC,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,*,*,*,0,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,0,0,*,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,0,0,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,*,*,*,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,0,0,0,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,0,0,*,0,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190304
AVERAGE PRICE,*,8.4,10.3,8.4,TOTAL,GNMA,AGENCY CMO IO/PO,20190304
WEIGHTED AVG. PRICE,*,14.4,12.1,3.6,TOTAL,GNMA,AGENCY CMO IO/PO,20190304
AVG. PRICE BOTTOM 5 TRADES,*,4,6.2,5.3,TOTAL,GNMA,AGENCY CMO IO/PO,20190304
2ND QUARTILE PRICE,*,3.1,6.1,1,TOTAL,GNMA,AGENCY CMO IO/PO,20190304
3RD QUARTILE PRICE,*,5.5,12,11.8,TOTAL,GNMA,AGENCY CMO IO/PO,20190304
4TH QUARTILE PRICE,*,14,15.3,12,TOTAL,GNMA,AGENCY CMO IO/PO,20190304
AVG. PRICE TOP 5 TRADES,*,14.9,14.4,10.9,TOTAL,GNMA,AGENCY CMO IO/PO,20190304
STANDARD DEVIATION,*,6.9,4.7,6.4,TOTAL,GNMA,AGENCY CMO IO/PO,20190304
VOLUME OF TRADES (000'S),*,1993.8,3967.6,114431.4,TOTAL,GNMA,AGENCY CMO IO/PO,20190304
VOLUME OF TRADES (000'S),*,1399.1,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190304
VOLUME OF TRADES (000'S),*,0,*,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190304
VOLUME OF TRADES (000'S),0,594.7,2195.1,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190304
VOLUME OF TRADES (000'S),*,1993.8,1871.3,*,<= $1MM,GNMA,AGENCY CMO IO/PO,20190304
VOLUME OF TRADES (000'S),0,0,*,0,<= $10MM,GNMA,AGENCY CMO IO/PO,20190304
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,GNMA,AGENCY CMO IO/PO,20190304
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,*,12,10,8,TOTAL,GNMA,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,*,7,*,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,*,0,*,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,0,5,6,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,*,12,8,*,<= $1MM,GNMA,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,0,0,*,0,<= $10MM,GNMA,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,0,0,0,*,<= $100MM,GNMA,AGENCY CMO IO/PO,20190304
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190304
AVERAGE PRICE,100.5,93.4,95.6,97.7,TOTAL,FNMA,AGENCY CMO P&I,20190305
WEIGHTED AVG. PRICE,101,98.7,98.8,101.3,TOTAL,FNMA,AGENCY CMO P&I,20190305
AVG. PRICE BOTTOM 5 TRADES,85.9,76.9,84.2,86.1,TOTAL,FNMA,AGENCY CMO P&I,20190305
2ND QUARTILE PRICE,98.5,88,96.2,98.3,TOTAL,FNMA,AGENCY CMO P&I,20190305
3RD QUARTILE PRICE,102,95.7,97.2,99,TOTAL,FNMA,AGENCY CMO P&I,20190305
4TH QUARTILE PRICE,104,99.5,99.4,100.8,TOTAL,FNMA,AGENCY CMO P&I,20190305
AVG. PRICE TOP 5 TRADES,108.6,107.6,99.5,102.6,TOTAL,FNMA,AGENCY CMO P&I,20190305
STANDARD DEVIATION,5.5,8.2,5.7,6.1,TOTAL,FNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),12047.7,65728.2,18910.5,245224.7,TOTAL,FNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),4540.9,44926.1,11178.3,68395.8,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),7190.7,4156.2,*,12416.3,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),316.1,16646,7604.4,164412.6,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),1295.1,5845.2,4074.3,9674.4,<= $1MM,FNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),10752.7,49665.7,14836.1,84199.6,<= $10MM,FNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),0,*,0,*,<= $100MM,FNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,90,101,31,70,TOTAL,FNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,32,39,14,37,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,33,24,*,12,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,25,38,13,21,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,84,83,22,48,<= $1MM,FNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,6,17,9,19,<= $10MM,FNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,0,*,0,*,<= $100MM,FNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190305
AVERAGE PRICE,101.9,95,94,95.8,TOTAL,FHLMC,AGENCY CMO P&I,20190305
WEIGHTED AVG. PRICE,101.3,96.4,97.7,99.7,TOTAL,FHLMC,AGENCY CMO P&I,20190305
AVG. PRICE BOTTOM 5 TRADES,91.8,88.2,83.2,72.1,TOTAL,FHLMC,AGENCY CMO P&I,20190305
2ND QUARTILE PRICE,99.6,91.5,90.2,96.8,TOTAL,FHLMC,AGENCY CMO P&I,20190305
3RD QUARTILE PRICE,102,95.2,96,100.7,TOTAL,FHLMC,AGENCY CMO P&I,20190305
4TH QUARTILE PRICE,104.5,99.6,99.8,102.2,TOTAL,FHLMC,AGENCY CMO P&I,20190305
AVG. PRICE TOP 5 TRADES,110.9,103.5,100.6,103.3,TOTAL,FHLMC,AGENCY CMO P&I,20190305
STANDARD DEVIATION,4.2,5.6,6.3,11.7,TOTAL,FHLMC,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),2829.1,32521.7,44425.5,409691.8,TOTAL,FHLMC,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),783.5,29775.2,10159.6,243762.8,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),1129,1663,8026.2,26175.8,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),916.6,1083.4,26239.7,139753.2,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),2829.1,5723.7,2683.9,11496.4,<= $1MM,FHLMC,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),0,*,*,47345.4,<= $10MM,FHLMC,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),0,*,*,350850,<= $100MM,FHLMC,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,20190305
NUMBER OF TRADES,111,51,31,66,TOTAL,FHLMC,AGENCY CMO P&I,20190305
NUMBER OF TRADES,41,19,14,34,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190305
NUMBER OF TRADES,32,17,5,10,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,20190305
NUMBER OF TRADES,38,15,12,22,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,20190305
NUMBER OF TRADES,111,48,26,39,<= $1MM,FHLMC,AGENCY CMO P&I,20190305
NUMBER OF TRADES,0,*,*,14,<= $10MM,FHLMC,AGENCY CMO P&I,20190305
NUMBER OF TRADES,0,*,*,13,<= $100MM,FHLMC,AGENCY CMO P&I,20190305
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,20190305
AVERAGE PRICE,103.2,95.4,81.6,98.6,TOTAL,GNMA,AGENCY CMO P&I,20190305
WEIGHTED AVG. PRICE,100.5,101.6,98.3,100.1,TOTAL,GNMA,AGENCY CMO P&I,20190305
AVG. PRICE BOTTOM 5 TRADES,89.5,78.4,72.6,86.2,TOTAL,GNMA,AGENCY CMO P&I,20190305
2ND QUARTILE PRICE,101,91.5,60.5,98.8,TOTAL,GNMA,AGENCY CMO P&I,20190305
3RD QUARTILE PRICE,104,99.9,84.3,100,TOTAL,GNMA,AGENCY CMO P&I,20190305
4TH QUARTILE PRICE,106.9,101.5,96.2,100,TOTAL,GNMA,AGENCY CMO P&I,20190305
AVG. PRICE TOP 5 TRADES,109.8,104,97.7,101.7,TOTAL,GNMA,AGENCY CMO P&I,20190305
STANDARD DEVIATION,5.6,8.9,15.9,4.1,TOTAL,GNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),2796.3,39218.9,39070,202694.4,TOTAL,GNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),1441.1,6066.6,*,176667.8,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),483.6,33041.2,12700.5,3459.7,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),871.6,111.2,14423.7,22566.9,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),2796.3,3386.9,220,7573.6,<= $1MM,GNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),0,*,*,58605,<= $10MM,GNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),0,*,*,136515.8,<= $100MM,GNMA,AGENCY CMO P&I,20190305
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,99,41,19,130,TOTAL,GNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,33,19,*,90,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,34,14,10,15,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,32,8,7,25,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,99,37,15,107,<= $1MM,GNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,0,*,*,17,<= $10MM,GNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,0,*,*,6,<= $100MM,GNMA,AGENCY CMO P&I,20190305
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,20190305
AVERAGE PRICE,58,20.4,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190305
WEIGHTED AVG. PRICE,43.9,10.7,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190305
AVG. PRICE BOTTOM 5 TRADES,58,10.2,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190305
2ND QUARTILE PRICE,*,9.5,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190305
3RD QUARTILE PRICE,*,18,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190305
4TH QUARTILE PRICE,*,54.1,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190305
AVG. PRICE TOP 5 TRADES,58,29.9,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190305
STANDARD DEVIATION,39.4,17.2,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),74.6,70540.4,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),*,10107,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),*,54537.9,*,*,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),*,*,0,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),74.6,*,0,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),0,31797.7,0,*,<= $10MM,FNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,FNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,5,11,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,*,5,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,*,5,*,*,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,*,*,0,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,5,*,0,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,0,7,0,*,<= $10MM,FNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,0,*,*,*,<= $100MM,FNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190305
AVERAGE PRICE,62.2,16.2,7.5,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190305
WEIGHTED AVG. PRICE,51,8.7,8.5,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190305
AVG. PRICE BOTTOM 5 TRADES,8.9,5.3,7.5,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190305
2ND QUARTILE PRICE,13.2,9.5,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190305
3RD QUARTILE PRICE,82,9.5,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190305
4TH QUARTILE PRICE,83.2,10.3,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190305
AVG. PRICE TOP 5 TRADES,91.5,20.2,7.5,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190305
STANDARD DEVIATION,34.1,23.1,5.1,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),415.1,135751.3,26747.2,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),196.4,9899.1,*,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),207.5,115953.1,*,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),*,*,*,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),415.1,3200.6,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),0,36329.9,*,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,28,19,5,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,12,10,*,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,14,8,*,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,*,*,*,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,28,10,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,0,7,*,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,0,*,*,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190305
AVERAGE PRICE,*,*,12.8,14.4,TOTAL,GNMA,AGENCY CMO IO/PO,20190305
WEIGHTED AVG. PRICE,*,*,15.4,14.6,TOTAL,GNMA,AGENCY CMO IO/PO,20190305
AVG. PRICE BOTTOM 5 TRADES,*,*,12.8,13.8,TOTAL,GNMA,AGENCY CMO IO/PO,20190305
2ND QUARTILE PRICE,*,*,*,14,TOTAL,GNMA,AGENCY CMO IO/PO,20190305
3RD QUARTILE PRICE,*,*,*,15.7,TOTAL,GNMA,AGENCY CMO IO/PO,20190305
4TH QUARTILE PRICE,*,*,*,16.3,TOTAL,GNMA,AGENCY CMO IO/PO,20190305
AVG. PRICE TOP 5 TRADES,*,*,12.8,15.5,TOTAL,GNMA,AGENCY CMO IO/PO,20190305
STANDARD DEVIATION,*,*,6,2,TOTAL,GNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),*,*,38715,177744.2,TOTAL,GNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),*,*,*,164809.4,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),0,*,*,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),*,0,*,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),*,*,*,0,<= $1MM,GNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),0,0,22282.9,*,<= $10MM,GNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,20190305
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,*,*,7,7,TOTAL,GNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,*,*,*,5,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,0,*,*,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,*,0,*,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,*,*,*,0,<= $1MM,GNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,0,0,5,*,<= $10MM,GNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,0,*,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,20190305
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190305
AVERAGE PRICE,103.8,98.3,88.5,94.9,TOTAL,FNMA,AGENCY CMO P&I,20190306
WEIGHTED AVG. PRICE,110.6,101.9,99.4,100.4,TOTAL,FNMA,AGENCY CMO P&I,20190306
AVG. PRICE BOTTOM 5 TRADES,93.3,84.5,69.7,61.3,TOTAL,FNMA,AGENCY CMO P&I,20190306
2ND QUARTILE PRICE,99.2,97,86,98.4,TOTAL,FNMA,AGENCY CMO P&I,20190306
3RD QUARTILE PRICE,104.3,99.3,88.5,99,TOTAL,FNMA,AGENCY CMO P&I,20190306
4TH QUARTILE PRICE,108,100.6,99.8,101,TOTAL,FNMA,AGENCY CMO P&I,20190306
AVG. PRICE TOP 5 TRADES,110.7,107.9,100.9,102.7,TOTAL,FNMA,AGENCY CMO P&I,20190306
STANDARD DEVIATION,5.3,6,11.2,18.9,TOTAL,FNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),92484.6,71535.4,20233.8,197476.5,TOTAL,FNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),2146.2,19209.4,3958.2,112698.5,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),90109.8,38872.8,5077.4,35887.6,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),228.6,13453.2,11198.2,48890.4,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),2826.8,5760.3,1652.1,8242.6,<= $1MM,FNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),89657.8,53224.7,18581.7,76799.6,<= $10MM,FNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),0,*,0,*,<= $100MM,FNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,124,73,30,56,TOTAL,FNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,25,26,9,27,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,69,23,8,7,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,30,24,13,22,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,104,58,23,36,<= $1MM,FNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,20,14,7,16,<= $10MM,FNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,0,*,0,*,<= $100MM,FNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190306
AVERAGE PRICE,101.3,95.9,94.4,98,TOTAL,FHLMC,AGENCY CMO P&I,20190306
WEIGHTED AVG. PRICE,102.7,100,102.3,101.6,TOTAL,FHLMC,AGENCY CMO P&I,20190306
AVG. PRICE BOTTOM 5 TRADES,91.9,81.9,90.4,80.2,TOTAL,FHLMC,AGENCY CMO P&I,20190306
2ND QUARTILE PRICE,98.5,88.5,87,99,TOTAL,FHLMC,AGENCY CMO P&I,20190306
3RD QUARTILE PRICE,101.9,99.1,98.6,102.4,TOTAL,FHLMC,AGENCY CMO P&I,20190306
4TH QUARTILE PRICE,105.2,101.4,100,103,TOTAL,FHLMC,AGENCY CMO P&I,20190306
AVG. PRICE TOP 5 TRADES,109.5,105.3,100,104,TOTAL,FHLMC,AGENCY CMO P&I,20190306
STANDARD DEVIATION,5.2,7.8,6.8,17.4,TOTAL,FHLMC,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),1459.7,31456.3,12544.5,216893.2,TOTAL,FHLMC,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),633.5,2878.3,*,84176.5,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),611.2,1093.7,*,89715.4,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),215,27484.3,*,43001.3,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),1459.7,4355.5,951,1191,<= $1MM,FHLMC,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),0,*,*,76345.9,<= $10MM,FHLMC,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),0,*,*,139356.2,<= $100MM,FHLMC,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,20190306
NUMBER OF TRADES,96,47,10,34,TOTAL,FHLMC,AGENCY CMO P&I,20190306
NUMBER OF TRADES,28,12,*,17,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190306
NUMBER OF TRADES,37,11,*,5,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,20190306
NUMBER OF TRADES,31,24,*,12,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,20190306
NUMBER OF TRADES,96,43,8,13,<= $1MM,FHLMC,AGENCY CMO P&I,20190306
NUMBER OF TRADES,0,*,*,15,<= $10MM,FHLMC,AGENCY CMO P&I,20190306
NUMBER OF TRADES,0,*,*,6,<= $100MM,FHLMC,AGENCY CMO P&I,20190306
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,20190306
AVERAGE PRICE,104.4,96.7,95.3,98.4,TOTAL,GNMA,AGENCY CMO P&I,20190306
WEIGHTED AVG. PRICE,106.1,96.4,99.2,99.7,TOTAL,GNMA,AGENCY CMO P&I,20190306
AVG. PRICE BOTTOM 5 TRADES,97.7,80.6,93.5,80.2,TOTAL,GNMA,AGENCY CMO P&I,20190306
2ND QUARTILE PRICE,103.2,97.3,92,98.9,TOTAL,GNMA,AGENCY CMO P&I,20190306
3RD QUARTILE PRICE,104.7,99.6,99.2,99.9,TOTAL,GNMA,AGENCY CMO P&I,20190306
4TH QUARTILE PRICE,106.4,100.5,99.6,100,TOTAL,GNMA,AGENCY CMO P&I,20190306
AVG. PRICE TOP 5 TRADES,108.7,104.4,99.6,102.3,TOTAL,GNMA,AGENCY CMO P&I,20190306
STANDARD DEVIATION,2.8,7.5,5,8.7,TOTAL,GNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),5571.5,101622.6,7969.2,414007.7,TOTAL,GNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),2920.4,1233.8,*,289517.4,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),1903.7,50016.1,*,*,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),747.4,50372.7,*,108617.6,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),3340.5,5832.5,1611.8,7694.2,<= $1MM,GNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),*,0,*,66806.5,<= $10MM,GNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),0,*,0,339507,<= $100MM,GNMA,AGENCY CMO P&I,20190306
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,93,52,11,135,TOTAL,GNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,26,13,*,100,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,31,22,*,*,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,36,17,*,31,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,92,50,8,111,<= $1MM,GNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,*,0,*,13,<= $10MM,GNMA,AGENCY CMO P&I,20190306
NUMBER OF TRADES,0,*,0,11,<= $100MM,GNMA,AGENCY CMO P&I,20190306
